,region,department,overseas,city,station,latitude,longitude
188,HAUTS-DE-FRANCE,NORD,False,DUNKERQUE,St Pol mer - cheminots&FR10017,51.032761,2.332358
189,HAUTS-DE-FRANCE,PAS-DE-CALAIS,False,SANGATTE,Sangatte&FR10025,50.94989,1.76917
190,HAUTS-DE-FRANCE,PAS-DE-CALAIS,False,CALAIS,Calais Parmentier&FR10026,50.9578,1.89008
191,HAUTS-DE-FRANCE,NORD,False,GRAVELINES,Gravelines PC/Drire&FR10028,50.98106,2.14317
192,HAUTS-DE-FRANCE,NORD,False,CAPPELLE-LA-GRANDE,Cappelle la Grande&FR10029,50.99594,2.36627
193,HAUTS-DE-FRANCE,PAS-DE-CALAIS,False,BOULOGNE-SUR-MER,Boulogne Diderot&FR10030,50.717029,1.605913
194,HAUTS-DE-FRANCE,PAS-DE-CALAIS,False,OUTREAU,Outreau&FR10032,50.69435,1.57657
195,HAUTS-DE-FRANCE,NORD,False,GRANDE-SYNTHE,Grande-synthe&FR10034,51.02446,2.30215
196,HAUTS-DE-FRANCE,PAS-DE-CALAIS,False,SAINT-OMER,St Omer Ribot&FR10041,50.74823,2.25978
197,HAUTS-DE-FRANCE,PAS-DE-CALAIS,False,CAMPAGNE-LÈS-BOULONNAIS,Campagne les B.&FR10132,50.61048,1.99145
198,HAUTS-DE-FRANCE,NORD,False,LILLE,Lille Leeds&FR11007,50.6407944,3.074772
199,HAUTS-DE-FRANCE,NORD,False,MARCQ-EN-BARŒUL,Marcq CTM&FR11016,50.67003,3.07656
200,HAUTS-DE-FRANCE,NORD,False,LILLE,Lille Fives&FR11025,50.62805,3.09031
201,HAUTS-DE-FRANCE,NORD,False,HALLUIN,Halluin stade&FR11026,50.775482,3.12568
202,HAUTS-DE-FRANCE,NORD,False,ROUBAIX,Roubaix Serres&FR11034,50.706535,3.18066
203,HAUTS-DE-FRANCE,NORD,False,WATTIGNIES,Wattignies&FR11114,50.59774,3.04946
204,OCCITANIE,HAUTE-GARONNE,False,TOULOUSE,ECOLE M.JACQUIER&FR12004,43.575694,1.418064
205,OCCITANIE,HAUTE-GARONNE,False,MIRAMONT-DE-COMMINGES,MIRAMONT&FR12015,43.093611,0.743611
206,OCCITANIE,HAUTE-GARONNE,False,SAINT-GAUDENS,DAURAT ST GAUDENS&FR12016,43.106156,0.71955
207,OCCITANIE,GERS,False,PEYRUSSE-VIEILLE,PEYRUSSE&FR12020,43.6287,0.179069
208,OCCITANIE,HAUTE-GARONNE,False,TOULOUSE,Toulouse Mazades&FR12021,43.623606,1.438531
209,OCCITANIE,TARN,False,ALBI,ALBI DELMAS&FR12026,43.927769,2.145897
210,OCCITANIE,GERS,False,GAUDONVILLE,GAUDONVILLE&FR12029,43.883933,0.845617
211,OCCITANIE,HAUTE-GARONNE,False,TOULOUSE,Toulouse Berthelot&FR12030,43.587344,1.444003
212,OCCITANIE,HAUTE-GARONNE,False,BÉLESTA-EN-LAURAGAIS,BELESTA EN LAURAGAIS&FR12031,43.44139,1.821944
213,OCCITANIE,HAUTE-GARONNE,False,TOULOUSE,EISENHOWER SETMI&FR12039,43.561581,1.393261
214,OCCITANIE,HAUTE-GARONNE,False,TOULOUSE,CHAPITRE SETMI&FR12040,43.556375,1.403964
215,OCCITANIE,HAUTE-GARONNE,False,MONTGISCARD,SICOVAL&FR12041,43.457306,1.571469
216,OCCITANIE,HAUTES-PYRÉNÉES,False,LOURDES,LOURDES LAPACCA&FR12042,43.096247,-0.040497
217,OCCITANIE,HAUTE-GARONNE,False,BLAGNAC,Toulouse aéroport côté trafic&FR12044,43.633478,1.375717
218,OCCITANIE,HAUTE-GARONNE,False,BESSIÈRES,BESSIERES ECONOTRE&FR12047,43.803139,1.595475
219,OCCITANIE,AVEYRON,False,VIVIEZ,VIVIEZ-Place du 8 Mai&FR12050,44.560544,2.226169
220,OCCITANIE,HAUTES-PYRÉNÉES,False,TARBES,Tarbes lycée Dupuy&FR12052,43.230297,0.062339
221,OCCITANIE,TARN,False,CASTRES,Stade Travet CASTRES&FR12053,43.610497,2.23015
222,OCCITANIE,HAUTE-GARONNE,False,TOULOUSE,TRAFIC_TOULOUSE&FR12054,43.643944,1.468244
223,OCCITANIE,HAUTE-GARONNE,False,TOULOUSE,Toulouse Port de l'Embouchure&FR12085,43.610386,1.4152
224,OCCITANIE,AVEYRON,False,RODEZ,Rodez&FR12095,44.35699225,2.57070422
225,GRAND EST,ARDENNES,False,LES MAZURES,REVIN&FR14008,49.90778,4.63
226,GRAND EST,MARNE,False,BÉTHENY,BETHENY&FR14010,49.28222,4.051111
227,GRAND EST,MARNE,False,REIMS,DOUMER&FR14011,49.250732,4.023064
228,GRAND EST,MARNE,False,REIMS,Jean d Aulan&FR14012,49.224167,4.020556
229,GRAND EST,MARNE,False,CHÂLONS-EN-CHAMPAGNE,CHALONS&FR14022,48.962223,4.36
230,GRAND EST,MARNE,False,ÉPERNAY,Rempart Perrier&FR14028,49.0461,3.955911
231,GRAND EST,MARNE,False,VITRY-LE-FRANÇOIS,Capitainerie&FR14029,48.7266,4.594781
232,GRAND EST,AUBE,False,TROYES,LA TOUR&FR14031,48.301666,4.076944
233,GRAND EST,AUBE,False,SAINT-PARRES-AUX-TERTRES,ST PARRES AUX TERTRE&FR14032,48.299168,4.117222
234,GRAND EST,AUBE,False,SAINTE-SAVINE,STE SAVINE&FR14033,48.295002,4.050278
235,GRAND EST,HAUTE-MARNE,False,SAINT-DIZIER,St DIZIER L. Michel&FR14042,48.645836,4.966111
236,GRAND EST,HAUTE-MARNE,False,BOURBONNE-LES-BAINS,HAP Bourbonne&FR14048,47.9542,5.7491
237,GRAND EST,ARDENNES,False,CHARLEVILLE-MÉZIÈRES,CHARLEVILLE&FR14051,49.745277,4.719167
238,GRAND EST,MARNE,False,REIMS,Métaux BSN&FR14801,49.233612,4.056939
239,AUVERGNE-RHONE-ALPES,ISÈRE,False,CHAMP-SUR-DRAC,Champ sur Drac&FR15013,45.07954,5.728653
240,AUVERGNE-RHONE-ALPES,ISÈRE,False,VOIRON,Voiron Urbain&FR15018,45.360176,5.589419
241,PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,False,LE MONÊTIER-LES-BAINS,Le Casset2&FR15031,44.997,6.4694
242,AUVERGNE-RHONE-ALPES,ISÈRE,False,SAINT-MARTIN-D'HÈRES,St Martin d'Heres&FR15038,45.1828,5.7531
243,AUVERGNE-RHONE-ALPES,ISÈRE,False,GRENOBLE,Grenoble Les Frenes&FR15043,45.1619,5.7356
244,AUVERGNE-RHONE-ALPES,ISÈRE,False,VIF,Grenoble PeriurbSud&FR15045,45.0578,5.6767
245,AUVERGNE-RHONE-ALPES,ISÈRE,False,GRENOBLE,Grenoble Boulevards&FR15046,45.18069,5.720625
246,AUVERGNE-RHONE-ALPES,ISÈRE,False,CROLLES,Gresivaudan Periurb&FR15048,45.2797,5.8822
247,AUVERGNE-RHONE-ALPES,ISÈRE,False,EYBENS,Rocade Sud Eybens&FR15053,45.15467,5.74523
248,GRAND EST,BAS-RHIN,False,MUNCHHAUSEN,Nord-Est Alsace&FR16017,48.919357,8.158458
249,GRAND EST,BAS-RHIN,False,STRASBOURG,STG Nord&FR16029,48.610363,7.781631
250,GRAND EST,BAS-RHIN,False,LA PETITE-PIERRE,Vosges du Nord&FR16031,48.85731,7.314175
251,GRAND EST,BAS-RHIN,False,STRASBOURG,STG Clemenceau&FR16034,48.59043,7.744983
252,GRAND EST,BAS-RHIN,False,STRASBOURG,Strasbourg A35&FR16040,48.575985,7.727478
253,GRAND EST,BAS-RHIN,False,GEISPOLSHEIM,Strasbourg Sud 2&FR16041,48.5157,7.687819
254,GRAND EST,HAUT-RHIN,False,THANN,Thann&FR16052,47.810932,7.105553
255,GRAND EST,HAUT-RHIN,False,COLMAR,Colmar Centre&FR16054,48.074642,7.350667
256,GRAND EST,HAUT-RHIN,False,MULHOUSE,Mulhouse Nord&FR16057,47.757435,7.347294
257,GRAND EST,HAUT-RHIN,False,CHALAMPÉ,Chalampé&FR16059,47.820248,7.538683
258,GRAND EST,HAUT-RHIN,False,VILLAGE-NEUF,C.C.3 Frontières&FR16060,47.594913,7.568175
259,GRAND EST,HAUT-RHIN,False,COLMAR,Colmar Sud&FR16064,48.065414,7.333139
260,GRAND EST,HAUT-RHIN,False,BRUNSTATT-DIDENHEIM ,Mulhouse Est&FR16065,47.723106,7.341603
261,GRAND EST,HAUT-RHIN,False,MULHOUSE,Mulhouse Sud 2&FR16066,47.737415,7.309075
262,GRAND EST,HAUT-RHIN,False,VIEUX-THANN,Vieux Thann 3&FR16067,47.80221,7.122844
263,GRAND EST,HAUT-RHIN,False,MULHOUSE,Mulhouse-Briand&FR16069,47.747684,7.321364
264,GRAND EST,BAS-RHIN,False,GRANDFONTAINE,Vosges Moyennes 2&FR16302,48.492992,7.1298
265,HAUTS-DE-FRANCE,OISE,False,NOGENT-SUR-OISE,Nogent sur Oise&FR18019,49.276386,2.482167
266,HAUTS-DE-FRANCE,SOMME,False,SALOUËL,Salouel&FR18035,49.86889,2.239806
267,HAUTS-DE-FRANCE,SOMME,False,ARREST,Arrest&FR18039,50.129448,1.610833
268,HAUTS-DE-FRANCE,AISNE,False,SAINT-QUENTIN,P. Roth St Quentin&FR18042,49.851334,3.284
269,HAUTS-DE-FRANCE,OISE,False,CREIL,Faiencerie Creil&FR18043,49.259552,2.474397
270,HAUTS-DE-FRANCE,SOMME,False,ROYE,Roye&FR18045,49.696697,2.801139
271,HAUTS-DE-FRANCE,SOMME,False,AMIENS,St Pierre Amiens&FR18053,49.901667,2.304597
272,HAUTS-DE-FRANCE,OISE,False,CREIL,Creil République&FR18055,49.260342,2.475004
273,HAUTS-DE-FRANCE,AISNE,False,NEUILLY-SAINT-FRONT,Neuilly-Saint-Front&FR18057,49.174931,3.260819
274,HAUTS-DE-FRANCE,SOMME,False,AMIENS,TRAFIC AMIENS&FR18079,49.87722,2.2825
275,HAUTS-DE-FRANCE,AISNE,False,SAINT-QUENTIN,TRAF Saint Quent 14&FR18080,49.84282,3.281439
276,HAUTS-DE-FRANCE,OISE,False,BEAUVAIS,Trafic Beauvais 1&FR18089,49.435932,2.084292
277,BRETAGNE,ILLE-ET-VILAINE,False,RENNES,Rennes Laennec&FR19002,48.10861,-1.66586
278,BRETAGNE,ILLE-ET-VILAINE,False,RENNES,Rennes Les Halles&FR19007,48.10751,-1.67984
279,BRETAGNE,ILLE-ET-VILAINE,False,RENNES,Rennes St-Yves&FR19010,48.11078,-1.68293
280,BRETAGNE,FINISTÈRE,False,BREST,Brest Mace&FR19012,48.38618,-4.4866
281,BRETAGNE,FINISTÈRE,False,BREST,Brest Desmoulins&FR19014,48.39746,-4.48871
282,BRETAGNE,FINISTÈRE,False,PLOUZANÉ,BREST Plouzané&FR19016,48.359444,-4.568055
283,BRETAGNE,ILLE-ET-VILAINE,False,RENNES,Rennes Pays-Bas&FR19017,48.08965,-1.65911
284,BRETAGNE,ILLE-ET-VILAINE,False,MORDELLES,MORDELLES BELLAIS&FR19018,48.082883,-1.834583
285,BRETAGNE,ILLE-ET-VILAINE,False,RENNES,Rennes Rue Saint Malo&FR19019,48.12659,-1.68606
286,BRETAGNE,CÔTES D'ARMOR,False,MERLÉAC,Kergoff&FR19020,48.261963,-2.943631
287,BRETAGNE,MORBILHAN,False,LORIENT,Lorient B. Bissonnet&FR19032,47.7425,-3.39501
288,BRETAGNE,MORBILHAN,False,VANNES,Vannes UTA&FR19033,47.64892,-2.76399
289,BRETAGNE,MORBILHAN,False,LORIENT,Lorient Normandie&FR19037,47.758947,-3.36938
290,BRETAGNE,FINISTÈRE,False,QUIMPER,Quimper Pommiers&FR19052,47.99612,-4.09972
291,BRETAGNE,FINISTÈRE,False,QUIMPER,Quimper Zola&FR19053,47.986606,-4.097658
292,BRETAGNE,CÔTES D'ARMOR,False,SAINT-BRIEUC,Saint Brieuc Balzac&FR19061,48.51351,-2.74953
293,BRETAGNE,ILLE-ET-VILAINE,False,SAINT-MALO,StMalo Rocabey&FR19082,48.65306,-2.00268
294,AUVERGNE-RHONE-ALPES,RHÔNE,False,LA MULATIÈRE,A7 SUD LYONNAIS&FR20013,45.720024,4.818156
295,AUVERGNE-RHONE-ALPES,RHÔNE,False,LYON 7E ARRONDISSEMENT,GERLAND&FR20017,45.73529,4.829794
296,AUVERGNE-RHONE-ALPES,RHÔNE,False,VILLEURBANNE,GRANDCLEMENT&FR20019,45.75836,4.886214
297,AUVERGNE-RHONE-ALPES,RHÔNE,False,FEYZIN,FEYZIN STADE&FR20029,45.6639,4.8459
298,AUVERGNE-RHONE-ALPES,RHÔNE,False,SAINT-FONS,ST FONS CENTRE&FR20031,45.7078,4.8644
299,AUVERGNE-RHONE-ALPES,RHÔNE,False,TERNAY,TERNAY&FR20037,45.6019,4.8022
300,AUVERGNE-RHONE-ALPES,RHÔNE,False,VAULX-EN-VELIN,VAULX EN VELIN&FR20046,45.7789,4.9247
301,AUVERGNE-RHONE-ALPES,AIN,False,MIRIBEL,COTIERE AIN&FR20047,45.823223,4.953958
302,AUVERGNE-RHONE-ALPES,RHÔNE,False,PUSIGNAN,SAINT EXUPERY&FR20048,45.7533,5.0722
303,AUVERGNE-RHONE-ALPES,RHÔNE,False,DIÈME,HAUT BEAUJOLAIS&FR20049,45.96141,4.465711
304,AUVERGNE-RHONE-ALPES,RHÔNE,False,VÉNISSIEUX,VENISSIEUX Village&FR20060,45.7036,4.8836
305,AUVERGNE-RHONE-ALPES,RHÔNE,False,LYON 3E ARRONDISSEMENT,LYON Centre&FR20062,45.757732,4.854214
306,AUVERGNE-RHONE-ALPES,RHÔNE,False,VERNAISON,VERNAISON&FR20064,45.650616,4.816911
307,AUVERGNE-RHONE-ALPES,RHÔNE,False,VILLEURBANNE,Lyon Périphérique&FR20069,45.77482,4.898572
308,AUVERGNE-RHONE-ALPES,RHÔNE,False,LYON 7E ARRONDISSEMENT,LYON TRAFIC JAURES&FR20070,45.7496944,4.84438888888888
309,AUVERGNE-RHONE-ALPES,RHÔNE,False,VILLEFRANCHE-SUR-SAÔNE,Villefranche Centre &FR20077,45.990112,4.715566
310,NORMANDIE,CALVADOS,False,CAEN,Caen Chemin-Vert&FR21001,49.19222,-0.391111
311,NORMANDIE,CALVADOS,False,CAEN,Caen Vaucelles&FR21016,49.175278,-0.353611
312,NORMANDIE,CALVADOS,False,OUISTREHAM,Ouistreham&FR21017,49.289444,-0.257778
313,NORMANDIE,CALVADOS,False,IFS,IFS Caen sud&FR21019,49.15167,-0.352778
314,NORMANDIE,CALVADOS,False,LISIEUX,Lisieux&FR21021,49.147224,0.227222
315,NORMANDIE,ORNE,False,CERISÉ,Alençon Météo-France&FR21031,48.445553,0.110833
316,NORMANDIE,MANCHE,False,CHERBOURG-EN-COTENTIN ,cherbourg doumer&FR21035,49.63639,-1.626667
317,NORMANDIE,MANCHE,False,CHERBOURG-EN-COTENTIN ,Cherbourg port charb&FR21037,49.64695,-1.59342
318,NORMANDIE,MANCHE,False,SAINT-LÔ,Saint-Lô Eglise&FR21040,49.11639,-1.084722
319,NORMANDIE,ORNE,False,LA COULONCHE,La Coulonche MERA&FR21050,48.645,-0.458333
320,NORMANDIE,CALVADOS,False,MOULT-CHICHEBOVILLE,Moult proximité&FR21060,49.117196,-0.169666
321,GRAND EST,MOSELLE,False,CARLING,Ecole de Carling(9)&FR22009,49.165726,6.716886
322,GRAND EST,MOSELLE,False,L' HÔPITAL,L Hôpital - Mairie&FR22011,49.158413,6.731664
323,GRAND EST,MOSELLE,False,SPICHEREN,Spicheren(14)&FR22014,49.19539,6.957444
324,GRAND EST,MOSELLE,False,SCHŒNECK,SCHOENECK (19)&FR22019,49.220364,6.925833
325,GRAND EST,MOSELLE,False,SARREGUEMINES,SARREGUEMINES&FR22022,49.118343,7.083539
326,GRAND EST,MOSELLE,False,FORBACH,Station de FORBACH&FR22054,49.18742,6.910867
327,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,DONGES,AMPERE&FR23001,47.324097,-2.081567
328,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,DONGES,LA MEGRETAIS&FR23003,47.322706,-2.039244
329,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,DONGES,PASTEUR&FR23004,47.317284,-2.073306
330,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,FROSSAY,FROSSAY&FR23068,47.24747,-1.936619
331,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,SAVENAY,SAVENAY&FR23069,47.36075,-1.95475
332,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,SAINT-ÉTIENNE-DE-MONTLUC,S ETIENNE DE MONTLUC&FR23070,47.28318,-1.783164
333,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,TRIGNAC,JULES VERNE&FR23075,47.315727,-2.190764
334,PAYS DE LA LOIRE,MAINE-ET-LOIRE,False,CHOLET,SAINT EXUPERY&FR23078,47.054443,-0.886111
335,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,NANTES,LA CHAUVINIERE&FR23107,47.252777,-1.573333
336,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,SAINT-NAZAIRE,LEON BLUM&FR23110,47.26412,-2.249858
337,PAYS DE LA LOIRE,MAINE-ET-LOIRE,False,ANGERS,BEAUX ARTS&FR23120,47.468513,-0.556053
338,PAYS DE LA LOIRE,MAYENNE,False,LAVAL,MAZAGRAN&FR23123,48.06943,-0.767692
339,PAYS DE LA LOIRE,VENDÉE,False,LA TARDIÈRE,LA TARDIERE&FR23124,46.656685,-0.743681
340,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,NANTES,VICTOR HUGO&FR23140,47.204356,-1.552914
341,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,PAIMBŒUF,CUTULLIC2&FR23149,47.286114,-2.032289
342,PAYS DE LA LOIRE,MAINE-ET-LOIRE,False,ANGERS,APPENTIS&FR23150,47.44739,-0.550067
343,PAYS DE LA LOIRE,VENDÉE,False,LA ROCHE-SUR-YON,DELACROIX&FR23152,46.6607,-1.436831
344,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,MONTOIR-DE-BRETAGNE,BONNE FONTAINE&FR23153,47.331524,-2.151625
345,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,BOUAYE,EPINETTES&FR23157,47.146088,-1.690269
346,PAYS DE LA LOIRE,SARTHE,False,SPAY,Fillé&FR23163,47.92192,0.151825
347,PAYS DE LA LOIRE,SARTHE,False,LE MANS,GUEDOU&FR23174,47.98892,0.195983
348,PAYS DE LA LOIRE,MAINE-ET-LOIRE,False,BOUCHEMAINE,CLOS DES BEAUVAIS&FR23175,47.430164,-0.610064
349,PAYS DE LA LOIRE,MAYENNE,False,SAINT-DENIS-D'ANJOU,SAINT-DENIS D'ANJOU&FR23177,47.78773,-0.444044
350,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,DONGES,PARSCAU DU PLESSIS&FR23178,47.319157,-2.066953
351,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,SAINT-NAZAIRE,PARC PAYSAGER&FR23181,47.273056,-2.223056
352,PAYS DE LA LOIRE,SARTHE,False,LE MANS,SOURCES&FR23182,47.971066,0.221422
353,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,NANTES,CIM BOUTEILLERIE&FR23188,47.2225,-1.5375
354,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,PORNICHET,GASPARD&FR23230,47.253056,-2.332067
355,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,REZÉ,LEVOYER&FR23238,47.1941472,-1.581677778
356,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,BOUGUENAIS,LES COUETS&FR23239,47.1859194,-1.59149722222222
357,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,MONTOIR-DE-BRETAGNE,CAME&FR23249,47.3210778,-2.127322
358,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,False,NANTES,FRERES GONCOURT&FR23251,47.204122,-1.564811
359,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,ANTIBES,ANTIBES JEAN MOULIN&FR24007,43.598803,7.093153
360,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,CANNES,CANNES BROUSSAILLES&FR24009,43.558389,7.005919
361,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,NICE,NICE OUEST BOTANIQUE&FR24011,43.685188,7.211174
362,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,BEUIL,CIANS&FR24014,44.094688,6.988978
363,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,GRASSE,GRASSE CLAVECIN&FR24015,43.657767,6.920878
364,PROVENCE-ALPES-COTE D'AZUR,ALPES-DE-HAUTE-PROVENCE,False,MANOSQUE,MANOSQUE&FR24018,43.835784,5.786131
365,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,PEILLON,PEILLON&FR24021,43.786583,7.373283
366,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,CONTES,CONTES 2&FR24023,43.788748,7.332382
367,PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,False,GAP,GAP COMMANDERIE&FR24033,44.555193,6.073015
368,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,NICE,NICE PROMENADE&FR24035,43.689291,7.242074
369,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,NICE,NICE ARSON&FR24036,43.702075,7.286256
370,PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,False,GAP,GAP JEAN JAURES&FR24038,44.548647,6.067237
371,PROVENCE-ALPES-COTE D'AZUR,ALPES-DE-HAUTE-PROVENCE,False,SAINT-MICHEL-L'OBSERVATOIRE,Obs Haute-Provence&FR24039,43.933476,5.711809
372,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,False,COURSEGOULES,Cheiron&FR24040,43.791911,7.048276
373,NORMANDIE,SEINE-MARITIME,False,GRAND-COURONNE,Gd Couronne Mairie&FR25035,49.358215,1.007853
374,NORMANDIE,SEINE-MARITIME,False,ROUEN,Espace du Palais&FR25036,49.442358,1.093789
375,NORMANDIE,EURE,False,ÉVREUX,Evreux Centre&FR25039,49.02134,1.148319
376,NORMANDIE,SEINE-MARITIME,False,LE MESNIL-ESNARD,Mesnil Esnard&FR25040,49.40619,1.15515
377,NORMANDIE,SEINE-MARITIME,False,SOTTEVILLE-LÈS-ROUEN,Centre Hospitalier&FR25043,49.4005,1.099042
378,NORMANDIE,SEINE-MARITIME,False,SAINTE-MARGUERITE-SUR-MER,Phare d Ailly&FR25045,49.916363,0.957178
379,NORMANDIE,EURE,False,VAL-DE-REUIL,Base loisirs Poses&FR25049,49.30487,1.214367
380,NORMANDIE,SEINE-MARITIME,False,BURES-EN-BRAY,Bures-en-bray&FR25050,49.78122,1.345083
381,NORMANDIE,SEINE-MARITIME,False,DIEPPE,Dieppe prox-auto&FR25051,49.918007,1.073972
382,NORMANDIE,SEINE-MARITIME,False,ROUEN,Rouen Proxi Quai de Paris&FR25053,49.436699,1.098838
383,NORMANDIE,SEINE-MARITIME,False,LE PETIT-QUEVILLY,Petit-Quevilly Sud 3&FR25054,49.4341639,1.067052778
384,NORMANDIE,SEINE-MARITIME,False,DIEPPE,Dieppe Golf&FR25055,49.920492,1.047892
385,NORMANDIE,SEINE-MARITIME,False,SAINT-SAËNS,Saint-Saens&FR25501,49.6713,1.2843
